sentence1,sentence2,similarity,jaccard_similarity
The small dog protects its owner.,The back of the stop sign is adorned with stickers.,0,0.0
Children looking a sheep.,Child milking a cow outside.,0,0.0
A black-and-white photo of a loveseat.,A black and white photo of an old train station.,0,0.0
The black bird is sitting on the ground.,The back of a pig under a tree with a cow in the background.,0,0.0
A backpack standing beside a train.,A social gathering of people in a restaurant.,0,0.0
A group of peoples posing in fur hats.,A group of cyclists in green and white with spectators looking on.,0,0.0
Black domestic cat lying on brown table.,A grey cat laying on a dining table.,0,0.0
Two men on boat floating on the water.,A wooden yacht on the ocean.,0,0.0
A man doing a wheelie on a mountain bike.,A woman posing by a pillar with a U2 sign.,0,0.0
The white ducks are standing on the ground.,A woman in a black hat is standing by the subway.,0,0.0
A black and white photo of a bottle sitting atop a rock carving in front of a line of bushes.,A bottle of water sitting on a stone with other stones and a wall in the background.,0,0.0
A red bird and four other birds sitting in the snow.,Five birds stand on the snow.,0,0.0
An older Asian couple poses with a newborn baby at the dinner table.,A group of elderly people pose around a dining table.,0,0.0
A person is standing underneath an overpass near a highway.,A person walks a dog along the water's edge.,0,0.0
A white bird flying up onto a tree.,A white cat laying on a sheet.,0,0.0
"A woman at the dining table with wine, beer, and lemons.",Four women and two men sit at a long table in a restaurant.,0,0.0
A small yellow boat sitting on a tropical beach.,A small girl sits on a stone ledge near a white flowering plant.,0,0.0
Depressed woman sitting on couch.,Older woman holding newborn baby.,0,0.0
An elderly woman catches a ride on the back of the bicycle.,The boats are on the water located in front of the mountain.,0,0.0
Black and white cow standing in grassy field.,A black and white photo of a man standing next to a bus.,0,0.0
A man sitting on a bench looking at a dog on a leash sitting on sidewalk.,A women holds a small baby while sitting on a sofa.,0,0.0
The couple is sitting near the water in lawn chairs.,The boy hops from one picnic table to the other in the park.,0,0.0
A dog runs on brown grass.,A wet dog runs through the yellow grass holding a tennis ball.,0,0.0
Kids playing ball in the park.,Two dogs playing by the shore.,0,0.0
A man in a dress suit is riding a bike down the paved road.,A man is using a large pole to remove letters from a sign.,0,0.0
Two girls in blue and teal dresses and large hats are standing next to a large tree trunk.,"A woman, a little boy, and a tiny baby are standing in front of a cow statue.",0,0.0
The brown dog is laying down on a blue sheet.,A brown dog and two black dogs in an overgrown grassy field.,0,0.0
The girl with the blue bucket splashes beneath the pier.,The girl in the ski jacket is walking near the buildings.,0,0.0
A black dog is running after a white dog in the snow.,Black dog chasing brown dog through snow,0,0.0
two dogs running in the snow,A dog laying in the snow.,0,0.0
A golden dog is running through the snow.,A pack of sled dogs pulling a sled through a town.,0,0.0
A skateboarder on a city street.,"A skateboarder in the air at a big, outdoor ramp.",0,0.0
A girl bounces in a bounce house.,A girl dances like a man in costume,0,0.0
A brown and white dog is catching a tennis ball while standing on its hind legs.,the brown and white dog is carrying a stick in his mouth.,0,0.0
Two people are walking by the ocean.,Two men in fleeces and hats looking at the camera.,0,0.0
Two little girls in pink are dancing.,Two ladies jogging on a path near the waterfront.,0,0.0
A woman in jeans plays a video game in front of a large screen.,A man and a woman are posing for a photograph in front of a yellow flower-bed.,0,0.0
A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel.,A woman in a white shirt and black skirt on a tennis court.,0,0.0
Three people stand in an outdoor glass structure.,A girl stands high on an obstacle course platform.,0,0.0
A group of people are at a convention waving American flags.,A crowd of people at an outdoor event,0,0.0
A boy skateboards down the railing of some graffiti stairs,A skateboarder is jumping over an obstacle in front of a white house.,0,0.0
Boat sails in rough water.,A man is kayaking in rough waters.,0,0.0
A man in red swim trunks playing volleyball.,A man and woman sitting on a motorcycle.,0,0.0
The man is wearing a black shirt and hat and smiling.,A man is lifting a little girl above his head.,0,0.0
The boy in the orange shirt is throwing the ball.,The black and white muzzled dog is leaping above the grass.,0,0.0
A black dog lays in the sand.,Kids play in the water,0,0.0
A man dressed in black wearing a hat and glasses in front of a red wall.,A woman in a white shirt standing in front of a brick wall.,0,0.0
Two tan and white dogs and one tan dog racing down the beach near the water.,Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.,0,0.0
A man is riding a bicycle on a dirt path.,Two dogs running along dirt path.,0,0.0
A woman stands with her arms out at her sides while another takes a picture.,A man stands in a crowd holding a white object.,0,0.0
"Many people are on the beach, near a building with flags flying.",A busy beach has people scattered on it watching the sky.,0,0.0
"Three clowns in bright, multi-colored costumes.",Three women in brightly colored dresses.,0,0.0
A dog and a red ball in the air.,A dog digs a hole in a yard.,0,0.0
Group of little girls and a dog standing on the road.,a group of people white water rafting in a blue raft.,0,0.0
A man in a grey suit kneels in front of a woman in a white dress.,A woman in red with a beer followed by a man in white.,0,0.0
A dog and cat laying down together.,Two grey dogs are carrying a stick in the water.,0,0.0
A family is playing on the beach with their dog.,A naked little girl being thrown into the air.,0,0.0
"A crowd of people stand on a rural road, a field behind them, a forest in front.",A bunch of people standing next to a car with it's trunk open.,0,0.0
A Japanese swordsman jumps into the air.,A woman is getting her dog to jump in the air.,0,0.0
A man wearing US flag boxer shorts is standing on a stairway.,A woman wearing a white shirt stands on the street.,0,0.0
A group of seven people are rafting in the rapids in a green boat.,A group of people are standing and sitting around on the ground at night.,0,0.0
This dog is jumping through the water.,Two dogs running through the water on a beach.,0,0.0
Two women holding checkered flags near an orange car.,Two ladies in skimpy clothes pose next to an old fashioned car.,0,0.0
A dog with a stick follows another dog through the water.,A four wheel drive car is driving through the mud.,0,0.0
A black and brown dog is chewing on a large stick.,A black and white dog playing in the sand.,0,0.0
A man with a grey beard rides his bike on the beach of the ocean.,A spotted dog stands on his hind legs to catch a ball on the beach.,0,0.0
A lady with a yellow outfit is in the air above the bed in a yellow room.,A dog with a red leash still attached chases over the grass toward a tennis ball.,0,0.0
A skier is jumping in the air over a snowfield near a mountain range.,A woman is sitting near a flower bed overlooking a tunnel.,0,0.0
A young boy in red swim trunks is jumping into a pool.,A dog is being squirted with a hose as it jumps into a paddling pool.,0,0.0
a young boy climbing on a rock wall,Five greyhounds are racing on a sand track.,0,0.0
Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.,0,0.0
The black and white dog is running on the grass.,A black and white dog swims in blue water.,0,0.0
Our current vehicles will be in museums when everyone has their own aircraft.,The car needs to some work,0,0.0
A woman supervisor is instructing the male workers.,A woman is working as a nurse.,0,0.0
The sky has very little to no clouds.,"This Lady might be ready for Rock Climbing, or just watching the Clouds, above.",0,0.0
The young boy jumps barefoot outside in the front yard.,The teen rode his bike around the people walking in the courtyard.,0,0.0
a woman watches a rap group live,An audience watches a girl dance.,0,0.0
The woman is drinking lemonade and watching T.V.,The man is sitting drinking coffee.,0,0.0
The young adult are cold,Asian children are playing with a dog.,0,0.0
A clown performs for brother and sister as the rest of the party watches.,A blond-haired child performing on the trumpet in front of a house while his younger brother watches.,0,0.0
a girl with vases in the background inside her house,The girl is standing as the other girl with glasses works on her hand painting.,0,0.0
People rock jumping into water while people fish in the background.,Two people watching the water.,0,0.0
An old man wearing a hat stands outside a shop door.,a man in an oversized shirt sits at a shop,0,0.0
The carriage is drawn by a horse.,A man riding on a bicycle by side of building.,0,0.0
A woman looks at a duck as she walks behind it.,A woman is going on a walk with her dog.,0,0.0
Man sitting on a bench drink from a mug surrounded by rugs.,A man is sitting on one of two red benches and staring into a kiosk.,0,0.0
A small blond boy slides head first down a blue playground slide toward another blond youth.,"A young boy with his hair standing up, is sliding down a blue slide",0,0.0
A man has his skis ready for the field to get iced out,A man on a boat getting ready to pull in his net to see what he caught.,0,0.0
A musician is smearing jam on his white guitar at a concert.,Trombonist playing the her instrument in a band for a parade.,0,0.0
A pair of young boys in t-shirts are hiding in the woods with one looking aghast.,Two smiling little girls playing in a fountain with other people.,0,0.0
A woman walking down the side of a highway.,A man is standing on one feet on a bridge.,0,0.0
A man calling for a taxi at the airport on a sunny day.,A man is outside on a July day.,0,0.0
The puppy is outdoor.,A man in printed board shorts is doing a yoga pose on the beach.,0,0.0
A young girl in a pink jacket is playing a board game.,A boy in a jacket playing.,0,0.0
A smiling Caucasian male wearing a blue and black striped shirt it about to take a photograph.,A man in a white shirt and black pants is smiling.,0,0.0
A person is scaling a rock wall.,A person and a horse are above a fence.,0,0.0
The girl is very skilled and practices a lot.,The man is very skilled.,0,0.0
four people walk toward a tower,Two men walk toward a dome-shaped building.,0,0.0
A little girl and boy are reading books.,An older child is playing with a doll while gazing out the window.,0,0.0
Men are fighting after a basketball game.,The men are playing a game of basketball.,0,0.0
People are sitting around dimly lit tables while smiling and laughing.,People are sitting on benches.,0,0.0
Three men are drying to pull a Subaru out of a ditch along a mountain road.,Two men are waiting for a ride on the side of a dirt road.,0,0.0
A woman doesn't have her arms up because she's paralyzed from the neck down,A woman is sitting on the steps because she tripped and hurt her ankle.,0,0.0
Female in a maroon shirt engaged in conversation with another female in a tan blazer.,"A girl in a blue dress and another girl in a purple dress, both smiling.",0,0.0
Baseball players playing a game at the park.,"A basketball player, playing in the home coming game.",0,0.0
They are preparing for a performance at school.,Two medical professionals in green look on at something.,0,0.0
Some smiling children are standing in front of an ocean sunset.,People walking in the dark.,0,0.0
Black and white image of a wave crashing in the ocean.,a small black dog in the ocean with some rocks in the background,0,0.0
Two women are lost and calling for help.,Two Asian men are gathering materials for their business and their child had to come with them.,0,0.0
The fruits should be eaten with lemon juice in order to prevent oxidation in your stomach.,three dogs growling On one another,0,0.0
Spectators taking pictures of a rally car.,A crowd of people watching cars race down the track.,0,0.0
The boy in the green jersey plays goalie on the soccer team.,The team in blue is playing a game against the team in white,0,0.0
Friends walk into a building,a man walks along walkway to the store,0,0.0
The rollerblades are moving.,Two vehicles are going towards the camera.,0,0.0
There is a older man near a window.,A boy is near some stairs.,0,0.0
A guy and a girl are rock climbing with backpacks on.,Two boys are riding on a toy with a blonde girl running long side of them.,0,0.0
In Abu Dhabi the Golden Market is one of the premier public outdoor shopping areas.,A busy city square in an asian country.,0,0.0
A pregnant woman is in labor,a woman has a child.,0,0.0
There are four snowboarders going off a jump and that are in the air.,Two racers are coming to a turn.,0,0.0
Three guys in speedos have their feet up on the railing of a boat getting a tan.,A few men on the deck are dropping another man into the water,0,0.0
The child is the woman's kid.,There is a boy and a girl.,0,0.0
Two boys in black swimming trunks are holding another boy by his arms and legs on a beach.,Man in white shirt flipping young boy in the water with four other boys surrounding them.,0,0.0
The player shoots the winning points.,The basketball player is about to score points for his team.,0,0.0
A dog walks along a beach with breaking waves.,A boy with an oar walks out of the surf and onto a beach.,0,0.0
Blond woman in a tunnel.,The couple kissing is near a blond woman.,0,0.0
The raven droned as is hopped along the grass.,The skinny dog with the long tail is traveling through the field.,0,0.0
I am not aware of any university run participant pools.,"At the universities I've worked in North America, human-subject studies (esp.",0,0.0
"Apart from admission (which normally should not be related to age), there is something that's related to your question.","Age is not a PhD admission facor in the continental Europe, too.",0,0.0
"This post refers to research in the STEM fields, and may not be applicable to other research topics.",This is about my experience in computer engineering I found that reading for breadth was the more important approach.,0,0.0
"If you don't want to pay for Adobe Acrobat Pro, as @schultem mentions, LaTeX can do this with embedded hyperlinks.","If you don't mind hosting your files online, SlideShare is a good solution.",0,0.0
I don't think there are likely to be any standards that address this issue specifically.,"You're going to find answers all over the map for this one (i.e., there probably aren't ""standards"").",0,0.0
My answer would be depending on which GRE are you referring to?,The problem I see with the GREs is that the scoring range is highly compressed.,0,0.0
"If you have access to it, you can very easily do that with Thomson Reutersâ€™ Web of Science portal.","You can have a look at the arXiv cultoromics website at http://arxiv.culturomics.org, which however searches in articles on the arXiv.",0,0.0
In general there are a number of different distinct workflows that lead to a poster.,"For completeness, Apple's Pages has quite a few nice poster layouts.",0,0.0
The academic year does start around September in the USA and I think most European countries.,"I would not accelerate things, to avoid getting worse grades that you want.",0,0.0
I will advise exactly the contrary of what bravo just said in another answer : go for A !,"You could defer admission, but it's a little unusual to defer for a year.",0,0.0
"Edit, again: The question seems to have changed, yet again.",I can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination.,0,0.0
"I agree with Seteropere completely, ""Network Science"" is a very broad subject.",I would say you are approaching it in the wrong way.,0,0.0
Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.,I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.,0,0.0
"This does not fully answer your question, but it is certainly one consideration.","I am a PhD student in Computational Science, which is an interdisciplinary major spanning mathematics, computer science, and engineerning.",0,0.0
A few possible problems: 1) Such an ID system seems a little intrusive.,"In mathematics, we already have a database of this sort - two them, in fact, with in MathSciNet and Zentralblatt MATH.",0,0.0
"As an complement to the other answers, let me address the question of why planets tend towards tidal locking.",The other answers here are fantastic at explaining in a technical sense.,0,0.0
All of these effects are related to the 11 year solar cycle.,I will be specific to answering the part regarding the prediction of solar flares.,0,0.0
"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo"".",There is no 'still' that is not relative to some other object.,0,0.0
"Yes, it's true that the apparent size of the Moon is 30 arcmin.","When you gaze at the moon ""live"", you are not seeing a still image.",0,0.0
Let us assume the data for a globular cluster to be equivalent to that of M13.,Globular clusters occupy an interesting place in the spectrum of composite stellar systems.,0,0.0
"Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?",Speed of light being finite is one of the fundamentals of our Universe.,0,0.0
A method used to calculate the distance between stars is 3 Dimensional trigonometry.,You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.,0,0.0
"The farther away, the faster the galaxies move away from us.",Here is my answer to a similar question posted on the physics stack exchange website.,0,0.0
"Stars form in star-formation regions, which itself develop from molecular clouds.",It may be possible for a solar system like ours to exist outside of a galaxy.,0,0.0
"A black hole (briefly), is nothing more than a dead star whose mass was more than 3 solar masses.","I think you mean to ask, ""What is the local sidereal time of Greenwhich?"".",0,0.0
"Yes, but it does not stay in the same constellation.",Constellations are human constructs to make sense of the night sky.,0,0.0
Asteroids are what are called minor planets - small inner solar system rocky bodies.,The objects you are refering to are actually two different objects: asteroids and comets.,0,0.0
Here is a lexical decision task I wrote years ago using PHP and Javascript (github link).,"Just for reference, I ended up writing simple web-based lexical decision task software myself.",0,0.0
"It is hard to delineate emotion completely from thoughts or sensations, because emotion can contain both.","Technically speaking, an emotion is not different from thought the way it is processed in brain, both involve neurotransmitters.",0,0.0
I've found an additional concept that may be related to the original question: prototype theory.,"According to current models of human concept learning, the answer to your question is both.",0,0.0
"There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.",There are many arguments for why this is not the case.,0,0.0
"Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.","There's the naÃ¯ve version of spike triggered averaging, and the sophisticated version.",0,0.0
"As mentioned in the other comments, ANOVA is problematic when mixing types of predictor variables.",I like to think of multitasking as rapid task switching.,0,0.0
Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,One human-being reliance on other(s) awareness is defined by the level of trust between the humans.,0,0.0
Intrinsic reward is the emotional pay-off that you get by completing an activity.,"According to Frederick Herzberg's two-factor theory of motivation, intrinsic rewards are motivators (e.g.",0,0.0
Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.,"This short talk deals with issues of ""cheating slightly"" :Dan Ariely: Our buggy moral code.",0,0.0
"When studying adult IQ, general adult norms are often used.","Basically, what you do is you compare each age group IQ to the standardization sample.",0,0.0
"Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.","This is indeed possible, but I haven't seen it done experimentally for reasons other than feasibility.",0,0.0
"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.","I'm not sure what you mean by cognitive capacity, but I absolutely believe that language shapes the way we think.",0,0.0
"Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.","I'll address just the first of your three sub-questions, the others have been answered by Chuck Sherrington.",0,0.0
"If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?",Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory.,0,0.0
The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.,From an article entitled Can You Call a 9-Year-Old a Psychopath?,0,0.0
"In addition to oil, make sure the grill is nice and hot before you start cooking.","I'd been using paper towels to oil the grill, and I just discovered that newspapers work a lot better.",0,0.0
There are actually quite a few differences between the different types of flour.,The difference is the amount of protein contained in the flour which can range from 5% to 15%.,0,0.0
I just hold the cheese closer to the edge away from the grater.,"By the wording of the question, I'm pretty sure you're using one of those pyramidal graters or a ""sheet"" grater.",0,0.0
I've stored pancakes in the freezer for over two month and not had any freezer burn.,Its going to depend on the type of packaging and also the freezer.,0,0.0
"Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.",lay down a knife horizontaly on the cloves and hit it.,0,0.0
"I managed to find this recipe, I think this is where I got the idea.","I've only made a couple of bbq sauces, but they've always come out really well.",0,0.0
I believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.,"In my experience, fresh garlic is great for when you want texture, or to slow down the flavour infusion.",0,0.0
I grill salmon that I get with the skin on.,Salmon is a great choice and it's readily available pretty much everywhere.,0,0.0
"The recipe I work from has you put the meat in the freezer, then pan sear it.","Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface.",0,0.0
"They don't taste identical at all, and even more important, they don't smell the same.",Black pepper and white pepper are differing preparations of the fruit of the Piper nigrum plant.,0,0.0
This depends on the shelf life of the cultivar of tomato you purchased.,"Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.",0,0.0
Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.,There are basically two types of cakes: butter and sponge (or GÃ©noise).,0,0.0
A common one is haddock and is in season pretty much year round.,"White fish are, as a rule, more delicately flavored than darker fleshed fish.",0,0.0
Good cheddar has little chunks of calcium lactate on/in it - could it be that?,"I have two suspicions: One, you're undercooking your roux, the flour and butter mixture, and not fully incorporating the flour.",0,0.0
"Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.","Probably subjective, but ... Good clad stainless steel will give you much better cooking performance per dollar than copper.",0,0.0
In some cases the implication could even be that Tom does not love her.,There is no implication about Tom whatsoever in such a sentence.,0,0.0
"The assertion is false, at least as you've restated it here.","""I had mainly been"" is fine, in the context you're using it.",0,0.0
I'd suggest you look to the constructions of the native language(s) of your students.,"As bikeboy389 said, you can learn a lot by looking at students' native languages.",0,0.0
"I see some references to status as uncountable as well, but that doesn't make much sense to me.","There are some cases ""status"" may be accounted of countable.",0,0.0
"If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.",Inclusion is the act of including and exclusion is the act of excluding.,0,0.0
"Firstly, you should be aware that there are two different kinds of dashes: the en dash and the em dash.","Semicolon is used to join sentences that can stand alone, but are joined to emphasize their relationship.",0,0.0
"In standard English, I think ""don't got"" has the same register as ""ain't"".",I'd say the expression I don't got... is generally rare in spoken AmE.,0,0.0
"The ""more posh"" words are usually Latin (occasionally Greek) in origin.","As Shinto pointed out, vulgar words exist in every language.",0,0.0
"I'm American, and I've never heard the bathroom referred to as St. John's.","In situations like these, I tend to lengthen out the phrase.",0,0.0
The room used for defecation is almost always referred to by euphemism.,"I'm English, and would probably use 'toilet' most of the time, and always in the context of a private home.",0,0.0
I can only think of context using insofar as or insofar that.,The form insofar is American English; the standard form in British and other English is 'in so far'.,0,0.0
"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard.","I'm not sure how ""Not at all"" sounds in response to ""thank you"".",0,0.0
Those expressions could have slightly different meanings especially when talking about finance.,I suspect the phrase originated in the habit of drawing the internet as a cloud shape on network diagrams.,0,0.0
"If you understand yourself and your enemy, you will be far more likely to win any battle.",Another meaning behind this quote aside from probabilities of winning a theoretical battle is the importance of knowing/understanding others.,0,0.0
"Yes, you should stretch before running, but not the sit down and reach kind of stretching.",Neuromuscular Activation and Dynamic Stretching Here is an excellent video on a dynamic stretching routine for running.,0,0.0
"I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions.","Sweat rate is sweat rate, you can't really control it.",0,0.0
Running downhill is the BEST way to strengthen your quad muscles.,"Additionally often people will think a downhill marathon is easier, but in fact, is often harder than an uphill marathon.",0,0.0
I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).,Low reps with high weights don't add mass because the duration of the exercise is kept short.,0,0.0
"Rotate through square, lunges and calf raises doing each until you feel a little burn.","Air squats, forward and side lunges, sprawl, wall chair, and lots and lots of jump rope.",0,0.0
"If you're doing a full body workout 6 days a week, you absolutely need the rest week.",There are both physiological and neurological reasons to build in rest.,0,0.0
Google search for Travel WODs has whole lots of results which you can use.,"As @Sarge says, this is for a doctor to diagnose properly.",0,0.0
"Since you're being kind of vague here, I can only give you a vague answer.","In general, warming up your muscles only requires performing the movement with lower weights.",0,0.0
"First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks.","You can mix those, but in my experience, it will be very difficult at first.",0,0.0
"Properly executed weight training will increase, not decrease, your flexibility and mobility.",I've seen guys that are still very flexable while lifting weights.,0,0.0
I think it is still feasible to store seeds until the next year.,"I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).",0,0.0
It is not recommended to use greywater on vegetables that you will eat directly.,Adding soap to water allows the water to dissolve oils.,0,0.0
There are no post-emergents that specifically kill crabgrass without killing lawn grass.,I brought an Ace product that kla crab grass and you can use it below 90 degrees.,0,0.0
Pick them as soon as they are as ripe as you want them.,I live in Delaware and have already harvested my jalapeno and chili peppers.,0,0.0
Thistle is classified as a noxious weed in most places and must be controlled.,"I've got the same problem, where there are fields of dandelions just beyond the borders of my gardens.",0,0.0
Support is good for eggplants as the fruit may become heavy and can even break the branches.,"Some support won't hurt, especially if it is a large fruited variety.",0,0.0
"To paraphrase a common saying, ""One man's weed is another man's lawn"".","First, let me say I've no experience doing battle with Bermuda grass.",0,0.0
Just about anything can be grown indoors without natural sunlight.,We have quite a few people here who have grown peppers and small tomatoes indoors and in pots.,0,0.0
Chances are picking the seeds once it's gone to seed isn't going to actually encourage new growth.,The longer you can leave the seed-heads on the plant the better (IMHO).,0,0.0
"So you know, I do not have personal experience with this.","Since you've already accepted a nicely sourced answer, I'll contribute some unsubstatiated tradition (i.e.",0,0.0
In the past it has grown almost like a weed in our pots on our deck here in North Texas.,"Additional to the other answers, basil famously doesn't like to be damp overnight.",0,0.0
There is a very full description of the various types of hormone rooting compound here.,It is meant to stimulate root growth - in particular to stimulate the creation of roots.,0,0.0
I found it difficult to mark just one answer as correct because all are.,"I reccomend ""Monkey Grass"" because it is like a slow growing weed that reproduces slowly and looks nice!",0,0.0
"Dirt can mean pretty much anything, from good to poor quality soil.",Use coco peat - It's an organic soil derived from coconut husks for garden vegetables and plants which is Eco-friendly.,0,0.0
"If you can get over the ""ick factor,"" you have an easily-applied source of organic nitrogen fertilizer close at hand.","The NPK numbers on the fertilizer represents the percent, by weight, of Nitrogen, P2O5 and K2O, respectively.",0,0.0
The point of aerating your pile is to get oxygen to the microbes that break down the organic matter.,"Your pile will compost without turning it, but it goes faster if you turn it.",0,0.0
"I bought a book, which talks about this, so here's an answer to my own question.","Well I wouldn't risk it, not in a cold compost system.",0,0.0
"Aloes, like most succulents, are very hardy and will withstand considerable neglect .",Some of the guys at my office have potted aloe plants.,0,0.0
Some villages had histories and thus names going back to Ancient Roman times.,"Many towns and villages took their name from the ruling family, the owners of the village.",0,0.0
The USA is the world's strongest country because of its military force.,The United States is one of the five largest countries in the world by area.,0,0.0
Nearly all countries grew quickly in the 1950s and 1960s for pretty much the same reasons.,The USSR growth rate during the 50's was not exceptionally high.,0,0.0
"While Queen may refer to both Queen regent (sovereign) or Queen consort, the King has always been the sovereign.","There is a very good reason not to refer to the Queen's spouse as ""King"" - because they aren't the King.",0,0.0
To no extent at all is the wars in the middle east caused by trade making the area heterogeneous.,"They had a treaty beginning in 1941, after a few skirmishes along the area in question.",0,0.0
"""What I am really looking for is an estimation of the Muslim population..."" @ThanosK and @T.E.D., an overall, general population estimation f.e.",The following is taken from my dog-eared copy of the New Penguin Atlas of Medieval History.,0,0.0
In Hinduism and Buddhism there is message of peace and an encouragement to not be materialistic.,"This relates to the ""discovery"" of Asian, and other non-European cultures by Americans.",0,0.0
These are tickets to the archaeological sites of Epidaurus (which includes the still in use theatre) and Mycenae.,I guess those are greek tickets (ÎµÎ¹ÏƒÎ¹Ï„Î·ÏÎ¹Î¿Î½) for excavation sites or museums.,0,0.0
Looks like you've rediscovered Jaspers's concept of the Axial Age.,There was no influence from China to the culture of Greece.,0,0.0
"Yes, I can tell you from personal experience that they certainly did whistle.",It is true that bombs in World War II would make a whistling sound as they fell.,0,0.0
"By the time that Qin had totally collapsed, Xiang Yu was China's hegemon.","The Han Dynasty came after the Qin Dyansty, after the government under Shi Huang Di collapsed.",0,0.0
"There were indeed some serious issues surrounding Kennedy's election in 1960, one of the closest elections in History.",As per your original question: The Wikipedia section does not claim that Joseph P Kennedy bought John F Kennedy's victory.,0,0.0
"""The grass family is one of the most widely distributed and abundant groups of plants on Earth.","As noted on the Wiki page, grass seed was imported to the new world to improve pasturage for livestock.",0,0.0
http://en.wikipedia.org/wiki/History_of_Delhi#Early_history shows that the city was called Delhi (or Dilli) at least since the 12/13th century.,"I am not exactly sure but I remember the media (in India) addressing Delhi as ""HASTHINA"".",0,0.0
"Dominus, plural Domini, in ancient Rome, â€œmaster,â€ or â€œowner,â€ particularly of slaves.","A greek-speaking slave (Î´Î¿á½»Î»Î¿Ï‚, doulos) I think would call his master Îºá½»ÏÎ¹Î¿Ï‚ (translit: kurios; lord, master, sir; vocative form: Îºá½»ÏÎ¹Îµ).",0,0.0
"The bulk of India then was not controlled by Porus, but by the Nanda dynasty, centered at Pataliputra.","I believe Alexander lost heart after his horse, Bucephelus, died from a wound received in the battle against Porus.",0,0.0
"Yes, this is true and yes, in most cases indefinite articles indeed developed from numerals, as @MGN already said.","Indefinite articles developed from numerals, and the definite articles developed from demonstratives.",0,0.0
In some nowadays Indo-European languages you can still see rests of base-20 numeral systems.,"Modern Englishes, and many other well-known languages, use base 10 (ie decimal) systems of numerals.",0,0.0
The difficulty arises not from the various linguistic properties of the language pair as many here suggest.,It depends on generally syntactic structure of two languages and -yes- some pragmatic issues.,0,0.0
"In English, certainly the most common use of do is Do-Support.","In traditional grammar, the word doing is a participle in all your examples.",0,0.0
A caveat: I'm experiencing the tail end of a three day migraine.,I agree with the commentators that your question is a little confusing.,0,0.0
The reason for this is that Russian is a much more tonal language than English.,"Although I am quite fluent in Russian, I wouldn't say English sound particularly 'cold' to me.",0,0.0
"Palatalisation of /k/ before front vowels happens all over the place: Russian, Greek, Turkish, Persian etc.","Sinhala, one of the languages spoken in Sri Lanka has a four way deixis system.",0,0.0
All the same methods of analysis that are used with spoken languages apply successfully to signed languages.,One idea that's been going around at least since the 80s is that you can distinguish between Holds and Moves.,0,0.0
"Newspeak, a ""deliberately impoverished"" language designed to prevent people from communicating and thinking about subversive ideas.",Every language is permeated by the cultural values in which it is immersed.,0,0.0
"In Russian, for example, animacy is not clear-cut in the distinction animate/inanimate.","As in Russian, Polish marks animate masculine nouns by having a genitive-accusative vs. the nominative-accusative of inanimate masculines.",0,0.0
"As you can see from this map on the Wals.info site, there are many.",This is an example I always find is helpful for first year.,0,0.0
"Zipfâ€™s law, as I understand it, is not really about languages, but about statistics and probability.","As with all natural laws, Zipf's law is an approximation.",0,0.0
A part of the question thusfar unattended is whether the concept of phoneme has always been contentious.,"""Phoneme"" is a theoretical construct which probably can't go away.",0,0.0
"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.",This is what they recommend at Oxford as introductory textbooks to students starting a Masters' in Linguistics.,0,0.0
From what I'm seeing it's generally accepted that most English speakers have a vocabulary size of 15000 to 20000 words.,According to a statistical estimation I know roughly 7000 words in English.,0,0.0
